"AOSNUMBER","NEWAOSNUMBER (ORI9)","City","County","State","Agency","Type of LEA","Summary","Type of Juris","Technology","TECH ABV","Vendor","Link 1","Link 1 Snapshot","Link 1 Source","Link 1 Type","Link 1 Date","Link 2","Link 2 Snapshot","Link 2 Source","Link 2 Type","Link 2 Date","Link 3","Link 3 Snapshot","Link 3 Source","Link 3 Type","Link 3 Date","Other Links"
"AOS001618","FL0500300UAV","Boynton Beach","Palm Beach County","FL","Boynton Beach Police Department","Police","The Boynton Beach Police Department uses drones.","Municipal","Drones","","","https://www.flsenate.gov/Committees/Show/CJ/Meeting%20Packet/4980","","Florida Senate","","1/28/2021","","","","","","","","","","",""
"AOS001619","FL0062800UAV","Coral Springs","Broward County","FL","Coral Springs Police Department","Police","The Coral Spring Police Department launched a drone program using federal funding.","Municipal","Drones","","","https://www.flsenate.gov/Committees/Show/CJ/Meeting%20Packet/4980","","Florida Senate","","1/28/2021","https://www.facebook.com/CoralSpringsPolice/posts/1029739077181656/","","Coral Springs Police Department Facebook","","3/26/2018","https://coralspringstalk.com/drone-pilots-police-firefighters-33257#:~:text=Working%20with%20the%20police%20department,an%20officer's%20life%2C%20Himmel%20said.","","Coral Springs Talk","","06/15/2021",""
"AOS001620","FL0061200UAV","Davie","Broward County","FL","Davie Police Department","Police","The Davie Police Department has been using drones since at least 2020.","Municipal","Drones","","","https://www.flsenate.gov/Committees/Show/CJ/Meeting%20Packet/4980","","Florida Senate","","1/28/2021","","","","","","","","","","",""
"AOS001621","FL0450100UAV","Fernandina Beach","Nassau County","FL","Fernandina Beach Police Department","Police","The Fernandina Beach Police Department has been using drones since at least 2020.","Municipal","Drones","","","https://www.flsenate.gov/Committees/Show/CJ/Meeting%20Packet/4980","","Florida Senate","","1/28/2021","","","","","","","","","","",""
"AOS001622","FL0060300UAV","Fort Lauderdale","Broward County","FL","Fort Lauderdale Police Department","Police","The Fort Lauderdale Police Department has been using drones since at least 2020.","Municipal","Drones","","","https://www.flsenate.gov/Committees/Show/CJ/Meeting%20Packet/4980","","Florida Senate","","1/28/2021","","","","","","","","","","",""
"AOS001623","FL0350500UAV","Groveland","Lake County","FL","Groveland Police Department","Police","The Groveland Police Department has been using drones since at least 2020.","Municipal","Drones","","","https://www.flsenate.gov/Committees/Show/CJ/Meeting%20Packet/4980","","Florida Senate","","1/28/2021","https://www.linkedin.com/in/chris-ertsos/?trk=public_profile_browsemap","","Christopher Ertsos LinkedIn","","","","","","","",""
"AOS001624","FL0060500UAV","Hollywood","Broward County","FL","Hollywood Police Department","Police","The Hollywood Police Department has been using drones since at least 2020.","Municipal","Drones","","","https://www.flsenate.gov/Committees/Show/CJ/Meeting%20Packet/4980","","Florida Senate","","1/28/2021","","","","","","","","","","",""
"AOS001625","FL0521700UAV","Indian Shores","Pinellas County","FL","Indian Shores Police Department","Police","The Indian Shores Police Department has been using drones since at least 2020.","Municipal","Drones","","","https://www.flsenate.gov/Committees/Show/CJ/Meeting%20Packet/4980","","Florida Senate","","1/28/2021","","","","","","","","","","",""
"AOS001626","FL0490200UAV","Kissimmee","Osceola County","FL","Kissimmee Police Department","Police","The Kissimmee Police Department has been using drones since at least 2020.","Municipal","Drones","","","https://www.flsenate.gov/Committees/Show/CJ/Meeting%20Packet/4980","","Florida Senate","","1/28/2021","","","","","","","","","","",""
"AOS001627","MA0094900BWC","Wayland","Middlesex County","MA","Wayland Police Department","Police","On December 30, 2021 the Massachusetts Governor announced an award of $48,400 to the Wayland Police Department for its body-worn camera program.","Municipal","Body-worn Cameras","","","https://web.archive.org/web/20211230213250/https://www.mass.gov/news/baker-polito-administration-awards-municipalities-over-4-million-for-police-body-worn-cameras","","Massachusetts Executive Office of Public Safety and Security","","12/30/2021","","","","","","","","","","",""
"AOS001628","FL0410600UAV","Palmetto","Manatee County","FL","Palmetto Police Department","Police","The Palmetto Police Department has been using drones since 2020.","Municipal","Drones","","","https://www.flsenate.gov/Committees/Show/CJ/Meeting%20Packet/4980","","Florida Senate","","1/28/2021","","","","","","","","","","",""
"AOS001629","FL0030500UAV","Springfield","Bay County","FL","Springfield Police Department","Police","The Springfield Police Department has been using drones since at least 2020.","Municipal","Drones","","","https://www.flsenate.gov/Committees/Show/CJ/Meeting%20Packet/4980","","Florida Senate","","1/28/2021","","","","","","","","","","",""
"AOS001630","FL0430100UAV","Stuart","Martin County","FL","Stuart Police Department","Police","The Stuart Police Department has been using drones since at least 2020.","Municipal","Drones","","","https://www.flsenate.gov/Committees/Show/CJ/Meeting%20Packet/4980","","Florida Senate","","1/28/2021","","","","","","","","","","",""
"AOS001631","FL0290700UAV","Tampa","Hillsborough County","FL","University of South Florida Police Department","Police","The University of South Florida Police Department has been using drones since at least 2020.","University","Drones","","","https://www.flsenate.gov/Committees/Show/CJ/Meeting%20Packet/4980","","Florida Senate","","1/28/2021","","","","","","","","","","",""
"AOS001632","FL0310300UAV","Vero Beach","Indian River County","FL","Vero Beach Police Department","Police","The Vero Police Department has been using drones since at least 2020.","Municipal","Drones","","","https://www.flsenate.gov/Committees/Show/CJ/Meeting%20Packet/4980","","Florida Senate","","1/28/2021","","","","","","","","","","",""
"AOS001633","FL0250200UAV","Wauchula","Hardee County","FL","Wauchula Police Department","Police","The Wauchula Police Department has been using drones since at least 2020.","Municipal","Drones","","","https://www.flsenate.gov/Committees/Show/CJ/Meeting%20Packet/4980","","Florida Senate","","1/28/2021","","","","","","","","","","",""
"AOS001634","NY0280100UAV","Amsterdam","Montgomery County","NY","Amsterdam Police Department","Police","The Amsterdam Police Department has one drone, according to a 2022 report from the New York Civil Liberties Union.","Municipal","Drones","","DJI","https://www.nyclu.org/en/campaigns/prying-eyes-government-drone-data-across-new-york-state","","ACLU of New York","","2022","","","","","","","","","","",""
"AOS001635","NY0595000UAV","Bedford Hills","Westchester County","NY","Bedford Police Department","Police","The Bedford Police Department has one drone, according to a 2022 report from the New York Civil Liberties Union.","Municipal","Drones","","DJI","https://www.nyclu.org/en/campaigns/prying-eyes-government-drone-data-across-new-york-state","","ACLU of New York","","2022","","","","","","","","","","",""
"AOS001636","NY0342900UAV","Canandaigua","Ontario County","NY","Canandaigua City Police Department","Police","The Canandaigua City Police Department has one drone, according to a 2022 report from the New York Civil Liberties Union.","Municipal","Drones","","Autel","https://www.nyclu.org/en/campaigns/prying-eyes-government-drone-data-across-new-york-state","","ACLU of New York","","2022","","","","","","","","","","",""
"AOS001637","NY0070000UAV","Elmira","Chemung County","NY","Chemung County Sheriff's Office","Sheriff","The Chemung County Sheriff's Office has two drones, according to a 2022 report from the New York Civil Liberties Union.","County","Drones","","DJI","https://www.nyclu.org/en/campaigns/prying-eyes-government-drone-data-across-new-york-state","","ACLU of New York","","2022","","","","","","","","","","",""
"AOS001638","MA0145700BWC","Westborough","Worcester County","MA","Westborough Police Department","Police","On December 30, 2021 the Massachusetts Governor announced an award of $16,803 to the Westborough Police Department for its body-worn camera program.","Municipal","Body-worn Cameras","","","https://web.archive.org/web/20211230213250/https://www.mass.gov/news/baker-polito-administration-awards-municipalities-over-4-million-for-police-body-worn-cameras","","Massachusetts Executive Office of Public Safety and Security","","12/30/2021","","","","","","","","","","",""
"AOS001639","XX0000270UAV","Plattsburgh","Clinton County","NY","Clinton County District Attorney's Office","Prosecutor's Office","The Clinton County District Attorney's Office has one drone, according to a 2022 report from the New York Civil Liberties Union.","County","Drones","","DJI","https://www.nyclu.org/en/campaigns/prying-eyes-government-drone-data-across-new-york-state","","ACLU of New York","","2022","","","","","","","","","","",""
"AOS001640","NY0100000UAV","Hudson","Columbia County","NY","Columbia County Sheriff's Office","Sheriff","The Columbia County Sheriff's Office has two drones, according to a 2022 report from the New York Civil Liberties Union.","County","Drones","","DJI","https://www.nyclu.org/en/campaigns/prying-eyes-government-drone-data-across-new-york-state","","ACLU of New York","","2022","","","","","","","","","","",""
"AOS001641","NY0415200UAV","Rensselaer","Rensselaer County","NY","East Greenbush Police Department","Police","The East Greenbush Police Department has two drones, according to a 2022 report from the New York Civil Liberties Union.","Municipal","Drones","","DJI","https://www.nyclu.org/en/campaigns/prying-eyes-government-drone-data-across-new-york-state","","ACLU of New York","","2022","","","","","","","","","","",""
"AOS001642","NY0595200UAV","Eastchester","Bronx County","NY","Eastchester Police Department","Police","The Eastchester Police Department has one drone, according to a 2022 report from the New York Civil Liberties Union.","Municipal","Drones","","DJI","https://www.nyclu.org/en/campaigns/prying-eyes-government-drone-data-across-new-york-state","","ACLU of New York","","2022","","","","","","","","","","",""
"AOS001643","NY0140000UAV","Buffalo","Erie County","NY","Erie County Sheriff's Office","Sheriff","The Erie County Sheriff's Office has four drones, according to a 2022 report from the New York Civil Liberties Union.","County","Drones","","Autel, DJI","https://www.nyclu.org/en/campaigns/prying-eyes-government-drone-data-across-new-york-state","","ACLU of New York","","2022","","","","","","","","","","",""
"AOS001644","NY0275400UAV","Rochester","Monroe County","NY","Greece Police Department","Police","The Greece Police Department has four drones, according to a 2022 report from the New York Civil Liberties Union.","Municipal","Drones","","DJI","https://www.nyclu.org/en/campaigns/prying-eyes-government-drone-data-across-new-york-state","","ACLU of New York","","2022","","","","","","","","","","",""
"AOS001645","NY0595600UAV","Mamaroneck","Westchester County","NY","Mamaroneck Police Department","Police","The Mamaroneck Police Department has one drone, according to a 2022 report from the New York Civil Liberties Union.","Municipal","Drones","","DJI","https://www.nyclu.org/en/campaigns/prying-eyes-government-drone-data-across-new-york-state","","ACLU of New York","","2022","","","","","","","","","","",""
"AOS001646","NY0332900UAV","Manlius","Onondaga County","NY","Manlius Police Department","Police","The Manlius Police Department has three drones, according to a 2022 report from the New York Civil Liberties Union.","Municipal","Drones","","Autel, DJI","https://www.nyclu.org/en/campaigns/prying-eyes-government-drone-data-across-new-york-state","","ACLU of New York","","2022","","","","","","","","","","",""
"AOS001647","NY0012500UAV","Menands","Albany County","NY","Menands Police Department","Police","The Menands Police Department has one drone, according to a 2022 report from the New York Civil Liberties Union.","Municipal","Drones","","DJI","https://www.nyclu.org/en/campaigns/prying-eyes-government-drone-data-across-new-york-state","","ACLU of New York","","2022","","","","","","","","","","",""
"AOS001648","NY0350100UAV","Middletown","Orange County","NY","Middletown Police Department","Police","The Middletown Police Department has two drones, according to a 2022 report from the New York Civil Liberties Union.","Municipal","Drones","","DJI","https://www.nyclu.org/en/campaigns/prying-eyes-government-drone-data-across-new-york-state","","ACLU of New York","","2022","","","","","","","","","","",""
"AOS001649","MA0032000BWC","Westport","Bristol County","MA","Westport Police Department","Police","The Westport Police Department received a $19,365 grant from the state of Massachusetts for body-worn cameras in 2024. The agency was also awarded $49,370 in 2021.","Municipal","Body-worn Cameras","","","https://web.archive.org/web/20211230213250/https://www.mass.gov/news/baker-polito-administration-awards-municipalities-over-4-million-for-police-body-worn-cameras","","Massachusetts Executive Office of Public Safety and Security","","12/30/2021","https://www.mass.gov/news/healey-driscoll-administration-awards-over-3-million-for-police-body-worn-cameras","","Massachusetts Executive Office of Public Safety and Security","","7/29/24","","","","","",""
