YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1
2013,2013,OK,Oklahoma,BRFSS,Diabetes,Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course,,%,Age-adjusted Prevalence,55.8,55.8,,,41.2,69.5,Gender,Male
2013,2013,OK,Oklahoma,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,,"cases per 100,000",Crude Rate,121.9,121.9,,,110.6,133.3,Race/Ethnicity,American Indian or Alaska Native
2013,2013,OK,Oklahoma,BRFSS,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,41.1,41.1,,,36.2,46.1,Gender,Female
2013,2013,OK,Oklahoma,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,,"cases per 100,000",Crude Rate,197.5,197.5,,,182.1,212.9,Race/Ethnicity,"Black, non-Hispanic"
2013,2013,OK,Oklahoma,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Crude Prevalence,52.9,52.9,,,47.4,58.3,Overall,Overall
2013,2013,OK,Oklahoma,BRFSS,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,39.5,39.5,,,24.7,56.5,Race/Ethnicity,"Black, non-Hispanic"
2013,2013,OK,Oklahoma,BRFSS,Diabetes,Foot examination among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,75,75,,,59.9,85.7,Gender,Male
2013,2013,OK,Oklahoma,BRFSS,Diabetes,Foot examination among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,66.7,66.7,,,46.9,82,Race/Ethnicity,"Black, non-Hispanic"
2013,2013,OK,Oklahoma,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,,%,Crude Prevalence,80.1,80.1,,,72.5,86,Gender,Male
2013,2013,OK,Oklahoma,BRFSS,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease or stroke,,%,Crude Prevalence,71.3,71.3,,,65.8,76.3,Gender,Female
2013,2013,OK,Oklahoma,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,,%,Crude Prevalence,12.1,12.1,,,10.9,13.3,Gender,Male
2013,2013,OK,Oklahoma,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,,%,Age-adjusted Prevalence,9.2,9.2,,,8.2,10.1,Gender,Female
2013,2013,OK,Oklahoma,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.8,4.8,,,3.6,6,Race/Ethnicity,"Other, non-Hispanic"
2013,2013,OK,Oklahoma,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,,%,Crude Prevalence,34.1,34.1,,,32.4,35.9,Gender,Female
2013,2013,OK,Oklahoma,BRFSS,Overarching Conditions,Current health care coverage among women aged 18-44 years,,%,Crude Prevalence,85.2,85.2,,,77,90.8,Race/Ethnicity,"Multiracial, non-Hispanic"
2013,2013,OK,Oklahoma,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,29.9,29.9,,,24.7,35.7,Race/Ethnicity,"Multiracial, non-Hispanic"
2013,2013,OK,Oklahoma,InfoUSA; USDA,"Nutrition, Physical Activity, and Weight Status",Census tracts with healthier food retailers within ½ mile of boundary,,%,Percent,51.1,51.1,,,,,Overall,Overall
2013,2013,OK,Oklahoma,BRFSS,Overarching Conditions,Fair or poor self-rated health status among adults aged >= 18 years,,%,Age-adjusted Prevalence,22.6,22.6,,,18.5,27.3,Race/Ethnicity,"Multiracial, non-Hispanic"
2013,2013,OK,Oklahoma,BRFSS,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,76.3,76.3,,,69.4,82,Gender,Female
2013,2013,OK,Oklahoma,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,22.1,22.1,,,13.6,33.9,Race/Ethnicity,"Black, non-Hispanic"
2013,2013,OK,Oklahoma,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,82.6,82.6,,,68.4,91.3,Race/Ethnicity,"Multiracial, non-Hispanic"
2013,2013,OK,Oklahoma,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,66.6,66.6,,,59.3,73.1,Gender,Male
2013,2013,OK,Oklahoma,NVSS,Overarching Conditions,Premature mortality among adults aged 45-64 years,,"cases per 100,000",Crude Rate,425,425,,,368.7,481.3,Race/Ethnicity,Hispanic
2013,2013,OK,Oklahoma,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,66.5,66.5,,,59.9,72.5,Gender,Female
2013,2013,OK,Oklahoma,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.6,3.6,,,3.2,4,Gender,Male
2013,2013,OK,Oklahoma,CDC Breastfeeding Report Card,"Nutrition, Physical Activity, and Weight Status",Live births occurring at Baby Friendly Facilities,,%,Percent,0.4,0.4,,,,,Overall,Overall
2013,2013,OK,Oklahoma,BRFSS,"Nutrition, Physical Activity, and Weight Status",Healthy weight among adults aged >= 18 years,,%,Crude Prevalence,26.2,26.2,,,21.7,31.3,Race/Ethnicity,"Other, non-Hispanic"
2010,2010,OK,Oklahoma,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,,,Number,10406,10406,,,,,Race/Ethnicity,"White, non-Hispanic"
2013,2013,OK,Oklahoma,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,35.8,35.8,,,31,40.9,Race/Ethnicity,"Other, non-Hispanic"
2013,2013,OK,Oklahoma,BRFSS,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines for substantial health benefits and for muscle-strengthening activity among adults aged >= 18 years,,%,Crude Prevalence,14.9,14.9,,,13.8,16,Overall,Overall
2013,2013,OK,Oklahoma,NVSS,Overarching Conditions,Premature mortality among adults aged 45-64 years,,"cases per 100,000",Age-adjusted Rate,1019.3,1019.3,,,991,1047.6,Gender,Male
2013,2013,OK,Oklahoma,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,34.3,34.3,,,29,40,Race/Ethnicity,"Black, non-Hispanic"
2013,2013,OK,Oklahoma,BRFSS,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines for substantial health benefits and for muscle-strengthening activity among adults aged >= 18 years,,%,Crude Prevalence,15.2,15.2,,,11.2,20.4,Race/Ethnicity,"Black, non-Hispanic"
2013,2013,OK,Oklahoma,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,34.4,34.4,,,28.8,40.5,Race/Ethnicity,Hispanic
2013,2013,OK,Oklahoma,BRFSS,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,74.8,74.8,,,51.7,89.1,Race/Ethnicity,"Other, non-Hispanic"
2013,2013,OK,Oklahoma,BRFSS,Overarching Conditions,Current lack of health insurance among adults aged 18-64 years,,%,Crude Prevalence,22.5,22.5,,,21.1,24,Overall,Overall
2013,2013,OK,Oklahoma,BRFSS,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines for substantial health benefits among adults aged >= 18 years,,%,Crude Prevalence,43,43,,,41.5,44.5,Overall,Overall
2013,2013,OK,Oklahoma,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,5,5,,,4.6,5.4,Gender,Female
2013,2013,OK,Oklahoma,BRFSS,Overarching Conditions,Current lack of health insurance among adults aged 18-64 years,,%,Crude Prevalence,19.3,19.3,,,17.7,21.1,Race/Ethnicity,"White, non-Hispanic"
2013,2013,OK,Oklahoma,BRFSS,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines for substantial health benefits among adults aged >= 18 years,,%,Age-adjusted Prevalence,43.3,43.3,,,41.8,44.9,Overall,Overall
2013,2013,OK,Oklahoma,NVSS,Overarching Conditions,Premature mortality among adults aged 45-64 years,,"cases per 100,000",Crude Rate,1084.7,1084.7,,,1055.1,1114.4,Gender,Male
2013,2013,OK,Oklahoma,BRFSS,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic"
2013,2013,OK,Oklahoma,BRFSS,"Nutrition, Physical Activity, and Weight Status",Healthy weight among adults aged >= 18 years,,%,Crude Prevalence,23.8,23.8,,,18.9,29.6,Race/Ethnicity,Hispanic
2013,2013,OK,Oklahoma,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,,%,Age-adjusted Prevalence,24.3,24.3,,,19.7,29.4,Race/Ethnicity,"Multiracial, non-Hispanic"
2013,2013,OK,Oklahoma,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,14.8,14.8,,,9.5,22.4,Race/Ethnicity,Hispanic
2013,2013,OK,Oklahoma,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic
2013,2013,OK,Oklahoma,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,,%,Age-adjusted Prevalence,32.3,32.3,,,30.9,33.7,Overall,Overall
2013,2013,OK,Oklahoma,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,,%,Crude Prevalence,33,33,,,31.6,34.3,Overall,Overall
2013,2013,OK,Oklahoma,NVSS,Overarching Conditions,Premature mortality among adults aged 45-64 years,,,Number,6743,6743,,,,,Race/Ethnicity,"White, non-Hispanic"
2013,2013,OK,Oklahoma,BRFSS,Overarching Conditions,Fair or poor self-rated health status among adults aged >= 18 years,,%,Age-adjusted Prevalence,25.2,25.2,,,20.8,30.2,Race/Ethnicity,"Black, non-Hispanic"
2013,2013,OK,Oklahoma,BRFSS,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines for substantial health benefits and for muscle-strengthening activity among adults aged >= 18 years,,%,Crude Prevalence,13,13,,,11.7,14.4,Gender,Female
2013,2013,OK,Oklahoma,NVSS,Overarching Conditions,Premature mortality among adults aged 45-64 years,,"cases per 100,000",Crude Rate,308.4,308.4,,,232.3,401.4,Race/Ethnicity,Asian or Pacific Islander
2013,2013,OK,Oklahoma,BRFSS,Diabetes,Foot examination among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,71.2,71.2,,,65.6,76.1,Race/Ethnicity,"White, non-Hispanic"
2013,2013,OK,Oklahoma,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.6,3.6,,,3.2,4,Gender,Male
2013,2013,OK,Oklahoma,BRFSS,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines for substantial health benefits and for muscle-strengthening activity among adults aged >= 18 years,,%,Crude Prevalence,23.3,23.3,,,17.9,29.8,Race/Ethnicity,"Multiracial, non-Hispanic"
2013,2013,OK,Oklahoma,BRFSS,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,74.9,74.9,,,69.8,79.4,Overall,Overall
2013,2013,OK,Oklahoma,BRFSS,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,,%,Crude Prevalence,25.5,25.5,,,20.3,31.6,Race/Ethnicity,"Black, non-Hispanic"
2013,2013,OK,Oklahoma,BRFSS,Overarching Conditions,Fair or poor self-rated health status among adults aged >= 18 years,,%,Age-adjusted Prevalence,30,30,,,25.1,35.3,Race/Ethnicity,Hispanic
2013,2013,OK,Oklahoma,BRFSS,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,,%,Crude Prevalence,24.9,24.9,,,23.3,26.6,Gender,Female
2013,2013,OK,Oklahoma,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.1,4.1,,,3.8,4.4,Race/Ethnicity,"White, non-Hispanic"
2013,2013,OK,Oklahoma,BRFSS,Overarching Conditions,Current health care coverage among women aged 18-44 years,,%,Crude Prevalence,74.7,74.7,,,71.7,77.4,Overall,Overall
2013,2013,OK,Oklahoma,NVSS,Overarching Conditions,Premature mortality among adults aged 45-64 years,,"cases per 100,000",Crude Rate,710.5,710.5,,,687,734,Gender,Female
2013,2013,OK,Oklahoma,BRFSS,Overarching Conditions,Current health care coverage among women aged 18-44 years,,%,Crude Prevalence,61.2,61.2,,,50.9,70.5,Race/Ethnicity,"Black, non-Hispanic"
2013,2013,OK,Oklahoma,BRFSS,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,,%,Age-adjusted Prevalence,28.3,28.3,,,26.2,30.6,Gender,Male
2013,2013,OK,Oklahoma,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,32.2,32.2,,,30.3,34.2,Gender,Female
2013,2013,OK,Oklahoma,BRFSS,"Nutrition, Physical Activity, and Weight Status",Healthy weight among adults aged >= 18 years,,%,Crude Prevalence,34.5,34.5,,,32.7,36.3,Gender,Female
2013,2013,OK,Oklahoma,BRFSS,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines for substantial health benefits among adults aged >= 18 years,,%,Crude Prevalence,43.8,43.8,,,42.1,45.5,Race/Ethnicity,"White, non-Hispanic"
2013,2013,OK,Oklahoma,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,57.2,57.2,,,49.8,64.2,Overall,Overall
2013,2013,OK,Oklahoma,BRFSS,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,39.8,39.8,,,26.5,54.8,Race/Ethnicity,"Multiracial, non-Hispanic"
2013,2013,OK,Oklahoma,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Age-adjusted Prevalence,54.8,54.8,,,42.8,66.2,Race/Ethnicity,"White, non-Hispanic"
2013,2013,OK,Oklahoma,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,,%,Crude Prevalence,31.8,31.8,,,29.7,33.9,Gender,Male
2013,2013,OK,Oklahoma,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,,%,Age-adjusted Prevalence,32.9,32.9,,,31.1,34.8,Gender,Female
2013,2013,OK,Oklahoma,BRFSS,Overarching Conditions,Current lack of health insurance among adults aged 18-64 years,,%,Age-adjusted Prevalence,12.5,12.5,,,9.2,16.6,Race/Ethnicity,"Other, non-Hispanic"
2013,2013,OK,Oklahoma,BRFSS,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,64.9,64.9,,,56.3,72.6,Gender,Female
2013,2013,OK,Oklahoma,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,71,71,,,55.3,82.9,Race/Ethnicity,"Other, non-Hispanic"
2013,2013,OK,Oklahoma,BRFSS,"Nutrition, Physical Activity, and Weight Status",Overweight or obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,68,68,,,66.6,69.4,Overall,Overall
2013,2013,OK,Oklahoma,BRFSS,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,,%,Crude Prevalence,34,34,,,28.1,40.3,Race/Ethnicity,"Multiracial, non-Hispanic"
2013,2013,OK,Oklahoma,BRFSS,"Nutrition, Physical Activity, and Weight Status",Healthy weight among adults aged >= 18 years,,%,Age-adjusted Prevalence,30,30,,,28.6,31.4,Overall,Overall
2013,2013,OK,Oklahoma,BRFSS,"Nutrition, Physical Activity, and Weight Status",Healthy weight among adults aged >= 18 years,,%,Age-adjusted Prevalence,25.4,25.4,,,23.5,27.4,Gender,Male
2013,2013,OK,Oklahoma,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.3,4.3,,,4.1,4.6,Overall,Overall
2013,2013,OK,Oklahoma,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,,"cases per 100,000",Age-adjusted Rate,168.4,168.4,,,151.8,184.9,Race/Ethnicity,American Indian or Alaska Native
2013,2013,OK,Oklahoma,BRFSS,"Nutrition, Physical Activity, and Weight Status",Overweight or obesity among women aged 18-44 years,,%,Crude Prevalence,73,73,,,65.4,79.5,Race/Ethnicity,Hispanic
2013,2013,OK,Oklahoma,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,,%,Crude Prevalence,32.1,32.1,,,30.6,33.6,Race/Ethnicity,"White, non-Hispanic"
2013,2013,OK,Oklahoma,BRFSS,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,,%,Crude Prevalence,26.6,26.6,,,25.3,28,Overall,Overall
2013,2013,OK,Oklahoma,BRFSS,Overarching Conditions,Current lack of health insurance among adults aged 18-64 years,,%,Crude Prevalence,14.5,14.5,,,10.3,20.1,Race/Ethnicity,"Multiracial, non-Hispanic"
2013,2013,OK,Oklahoma,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,64,64,,,49.1,76.7,Gender,Male
2013,2013,OK,Oklahoma,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,17.7,17.7,,,14.7,21.1,Race/Ethnicity,"White, non-Hispanic"
2013,2013,OK,Oklahoma,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,5,5,,,3.9,6.1,Race/Ethnicity,"Black, non-Hispanic"
2013,2013,OK,Oklahoma,NVSS,Overarching Conditions,Premature mortality among adults aged 45-64 years,,"cases per 100,000",Age-adjusted Rate,839.3,839.3,,,821.3,857.3,Overall,Overall
2013,2013,OK,Oklahoma,BRFSS,Overarching Conditions,Fair or poor self-rated health status among adults aged >= 18 years,,%,Age-adjusted Prevalence,20.4,20.4,,,18.9,21.9,Gender,Female
2013,2013,OK,Oklahoma,BRFSS,"Nutrition, Physical Activity, and Weight Status",Overweight or obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,71.2,71.2,,,66.6,75.5,Race/Ethnicity,"Other, non-Hispanic"
2013,2013,OK,Oklahoma,BRFSS,Diabetes,Foot examination among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,73.6,73.6,,,45.4,90.3,Race/Ethnicity,"Multiracial, non-Hispanic"
2013,2013,OK,Oklahoma,BRFSS,Overarching Conditions,Current lack of health insurance among adults aged 18-64 years,,%,Crude Prevalence,53.2,53.2,,,47.4,59,Race/Ethnicity,Hispanic
2013,2013,OK,Oklahoma,BRFSS,"Nutrition, Physical Activity, and Weight Status",Overweight or obesity among women aged 18-44 years,,%,Crude Prevalence,61.3,61.3,,,58.1,64.3,Race/Ethnicity,"White, non-Hispanic"
2013,2013,OK,Oklahoma,BRFSS,"Nutrition, Physical Activity, and Weight Status",Overweight or obesity among adults aged >= 18 years,,%,Crude Prevalence,62.3,62.3,,,55.8,68.4,Race/Ethnicity,"Multiracial, non-Hispanic"
2013,2013,OK,Oklahoma,BRFSS,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,,%,Crude Prevalence,28.4,28.4,,,26.3,30.5,Gender,Male
2013,2013,OK,Oklahoma,BRFSS,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines for substantial health benefits among adults aged >= 18 years,,%,Age-adjusted Prevalence,38.5,38.5,,,33.6,43.7,Race/Ethnicity,"Other, non-Hispanic"
2013,2013,OK,Oklahoma,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,,%,Crude Prevalence,36.7,36.7,,,31.8,42,Race/Ethnicity,"Other, non-Hispanic"
2013,2013,OK,Oklahoma,BRFSS,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines for substantial health benefits and for muscle-strengthening activity among adults aged >= 18 years,,%,Age-adjusted Prevalence,15.2,15.2,,,14.1,16.5,Overall,Overall
2013,2013,OK,Oklahoma,BRFSS,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,,%,Crude Prevalence,23.6,23.6,,,18.7,29.4,Race/Ethnicity,Hispanic
2013,2013,OK,Oklahoma,BRFSS,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines for substantial health benefits and for muscle-strengthening activity among adults aged >= 18 years,,%,Age-adjusted Prevalence,10.8,10.8,,,7.9,14.6,Race/Ethnicity,"Other, non-Hispanic"
2013,2013,OK,Oklahoma,NVSS,Overarching Conditions,Premature mortality among adults aged 45-64 years,,"cases per 100,000",Crude Rate,893.8,893.8,,,875,912.7,Overall,Overall
2013,2013,OK,Oklahoma,BRFSS,"Nutrition, Physical Activity, and Weight Status",Overweight or obesity among women aged 18-44 years,,%,Crude Prevalence,68.7,68.7,,,58.7,77.3,Race/Ethnicity,"Black, non-Hispanic"
2013,2013,OK,Oklahoma,BRFSS,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines for substantial health benefits among adults aged >= 18 years,,%,Crude Prevalence,42.5,42.5,,,40.6,44.5,Gender,Female
2013,2013,OK,Oklahoma,BRFSS,Overarching Conditions,Current lack of health insurance among adults aged 18-64 years,,%,Crude Prevalence,29.7,29.7,,,23.9,36.2,Race/Ethnicity,"Black, non-Hispanic"
2013,2013,OK,Oklahoma,BRFSS,"Nutrition, Physical Activity, and Weight Status",Overweight or obesity among women aged 18-44 years,,%,Crude Prevalence,68,68,,,59.9,75.1,Race/Ethnicity,"Other, non-Hispanic"
2013,2013,OK,Oklahoma,National Immunization Survey,"Nutrition, Physical Activity, and Weight Status",Receiving formula supplementation within the first 2 days of life among breastfed infants,,%,Crude Prevalence,19.2,19.2,,,13.2,27,Overall,Overall
2013,2013,OK,Oklahoma,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,,%,Crude Prevalence,23.7,23.7,,,19,29.1,Race/Ethnicity,"Multiracial, non-Hispanic"
2013,2013,OK,Oklahoma,NVSS,Overarching Conditions,Premature mortality among adults aged 45-64 years,,"cases per 100,000",Age-adjusted Rate,301.1,301.1,,,226.9,392,Race/Ethnicity,Asian or Pacific Islander
2013,2013,OK,Oklahoma,YRBSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among high school students,,Number,Median,1,1,,,0.6,1.7,Overall,Overall
2013,2013,OK,Oklahoma,BRFSS,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic"
2013,2013,OK,Oklahoma,NVSS,Overarching Conditions,Premature mortality among adults aged 45-64 years,,"cases per 100,000",Age-adjusted Rate,1065.4,1065.4,,,993.2,1137.5,Race/Ethnicity,American Indian or Alaska Native
2013,2013,OK,Oklahoma,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Age-adjusted Prevalence,33,33,,,30.9,35.1,Gender,Male
2013,2013,OK,Oklahoma,BRFSS,"Nutrition, Physical Activity, and Weight Status",Overweight or obesity among women aged 18-44 years,,%,Crude Prevalence,59,59,,,48.5,68.7,Race/Ethnicity,"Multiracial, non-Hispanic"
2013,2013,OK,Oklahoma,BRFSS,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,57.4,57.4,,,49.8,64.7,Race/Ethnicity,"White, non-Hispanic"
2013,2013,OK,Oklahoma,BRFSS,Overarching Conditions,Current lack of health insurance among adults aged 18-64 years,,%,Age-adjusted Prevalence,19.9,19.9,,,18.2,21.7,Race/Ethnicity,"White, non-Hispanic"
2013,2013,OK,Oklahoma,BRFSS,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines for substantial health benefits among adults aged >= 18 years,,%,Age-adjusted Prevalence,38.8,38.8,,,33.2,44.8,Race/Ethnicity,Hispanic
2013,2013,OK,Oklahoma,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,32.9,32.9,,,30.8,34.9,Gender,Male
2013,2013,OK,Oklahoma,NVSS,Overarching Conditions,Premature mortality among adults aged 45-64 years,,"cases per 100,000",Age-adjusted Rate,667.4,667.4,,,644.8,689.9,Gender,Female
2013,2013,OK,Oklahoma,BRFSS,Overarching Conditions,Fair or poor self-rated health status among adults aged >= 18 years,,%,Age-adjusted Prevalence,20.1,20.1,,,19,21.3,Overall,Overall
2013,2013,OK,Oklahoma,BRFSS,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,,%,Age-adjusted Prevalence,35.2,35.2,,,29.4,41.4,Race/Ethnicity,"Multiracial, non-Hispanic"
2013,2013,OK,Oklahoma,BRFSS,Diabetes,Foot examination among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,74.8,74.8,,,57,86.9,Race/Ethnicity,"Black, non-Hispanic"
2013,2013,OK,Oklahoma,BRFSS,"Nutrition, Physical Activity, and Weight Status",Overweight or obesity among adults aged >= 18 years,,%,Crude Prevalence,72.9,72.9,,,70.8,74.9,Gender,Male
2013,2013,OK,Oklahoma,BRFSS,Overarching Conditions,Fair or poor self-rated health status among adults aged >= 18 years,,%,Age-adjusted Prevalence,19.9,19.9,,,18.2,21.6,Gender,Male
2013,2013,OK,Oklahoma,BRFSS,"Nutrition, Physical Activity, and Weight Status",Healthy weight among adults aged >= 18 years,,%,Age-adjusted Prevalence,26.2,26.2,,,22.2,30.8,Race/Ethnicity,"Other, non-Hispanic"
2013,2013,OK,Oklahoma,BRFSS,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic
