LoanRange,BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsRetained,DateApproved,Lender,CD
"e $150,000-350,000","GSI ASC, LLC",10210 East 91st St South,TULSA,OK,74133,621111,Partnership,Unanswered,Unanswered,Unanswered,,20,04/10/2020,Commerce Bank,OK - 01
"e $150,000-350,000","GT VETERINARY ASSOCIATES, LLC",4011 S 79th E Ave,TULSA,OK,74145,541940,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,15,04/06/2020,Commerce Bank,OK - 01
"e $150,000-350,000","GUIDE ENERGY SOLUTIONS, LLC",9330 S HIGHWAY 99,PRAGUE,OK,74864,333249,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,20,04/13/2020,"First Financial Bank, National Association",OK - 03
"e $150,000-350,000","GULF EXPLORATION, LLC",9701 N. Broadway Ext.,OKLAHOMA CITY,OK,73114,213111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,18,04/03/2020,Watermark Bank,OK - 05
"e $150,000-350,000","GUYMON PHYSICAL THERAPY AND WELLNESS, LLC",211 NW 5TH ST,GUYMON,OK,73942,621340,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,19,04/04/2020,Bank of the Panhandle,OK - 03
"e $150,000-350,000",GW UTILITY CONSTRUCTION CO,5924 NW 5th St,OKLAHOMA CITY,OK,73127,238990,Corporation,Unanswered,Unanswered,Unanswered,,18,04/30/2020,Prosperity Bank,OK - 03
"e $150,000-350,000",GW&SON AUTO BODY INC,13417 N SANTA FE AV,OKLAHOMA CITY,OK,73114,811121,Corporation,White,Male Owned,Veteran,,20,04/28/2020,BancFirst,OK - 05
"e $150,000-350,000",GWACS DEFENSE INC,7130 S Lewis Ave STE200,TULSA,OK,74136,928110,Corporation,Unanswered,Unanswered,Unanswered,,5,04/09/2020,Blue Sky Bank,OK - 01
"e $150,000-350,000",GYPSUM FLOORS OF AR/OK INC,1997 S CADDO,MULDROW,OK,74948,238330,Corporation,Unanswered,Unanswered,Unanswered,,24,04/12/2020,Centennial Bank,OK - 02
"e $150,000-350,000","H & B TRANSPORTATION, INC",106 West  2ND ST,DUKE,OK,73532,484220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,21,04/08/2020,Cornerstone Bank,OK - 03
"e $150,000-350,000","H & H MASONRY CONTRACTORS, INC.",2513 S. Purdue Ave,OKLAHOMA CITY,OK,73128,238140,Corporation,White,Male Owned,Non-Veteran,,12,04/12/2020,MidFirst Bank,OK - 03
"e $150,000-350,000",H & J SERVICES INC,3312 N 16TH ST,ENID,OK,73703,213112,Corporation,Unanswered,Unanswered,Unanswered,,14,04/14/2020,The Security National Bank of Enid,OK - 03
"e $150,000-350,000",H & L TOOTH COMPANY,10055 E 56th St N,TULSA,OK,74117,333120,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,31,04/16/2020,"Bank of America, National Association",OK - 01
"e $150,000-350,000",H BRUCE COATES ROOFING LLC,36147 EW 1200,SEMINOLE,OK,74868,238160,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,13,04/08/2020,First United Bank and Trust Company,OK - 05
"e $150,000-350,000",H S FIELD SERVICES,397781 W 1400 Rd,DEWEY,OK,74029,213113,Corporation,Unanswered,Male Owned,Unanswered,,22,04/06/2020,Arvest Bank,OK - 01
"e $150,000-350,000","H&C SERVICES, INC",400 S ACCESS RD,WEATHERFORD,OK,73096,423830,Corporation,Unanswered,Unanswered,Unanswered,,14,04/11/2020,BancFirst,OK - 03
"e $150,000-350,000","H&G PAVING CONTRACTORS, INC.",2140 OLD SHAWNEE RD,MUSKOGEE,OK,74403,237310,Corporation,Unanswered,Male Owned,Unanswered,,37,04/05/2020,Firstar Bank,OK - 01
"e $150,000-350,000","H&K PAUL, INC",2500 N Walker Ave,OKLAHOMA CITY,OK,73103,722511,Corporation,Unanswered,Male Owned,Non-Veteran,,39,04/07/2020,BancFirst,OK - 05
"e $150,000-350,000","H.D.C. AG, L.L.C.",PO BOX 638,BEAVER,OK,73932,213112,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,21,04/15/2020,FirstBank Southwest,OK - 03
"e $150,000-350,000",H.G. FLAKE COMPANY,14113 E Apache St,BROKEN ARROW,OK,74012,332996,Corporation,White,Male Owned,Non-Veteran,,20,04/04/2020,Security Bank,OK - 01
"e $150,000-350,000","H.L. MORRIS FARMS, INC.",1567 E MAPLE RD,PURCELL,OK,73080,115116,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,15,04/10/2020,First United Bank and Trust Company,OK - 04
"e $150,000-350,000","H.W. ALLEN CO., LLC",4835 S. Peoria Avenue Ste 20,TULSA,OK,74105,531390,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/11/2020,"Sunflower Bank, National Association",OK - 01
"e $150,000-350,000",H2O ENVIRO SERVICES LLC,20497 E 1070 Rd,ELK CITY,OK,73644,483211,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,12,04/09/2020,The First State Bank,OK - 03
"e $150,000-350,000",HADLEY HEATING & AIR,220 SE 8TH,MOORE,OK,73160,238220,Subchapter S Corporation,White,Male Owned,Non-Veteran,,18,04/11/2020,MidFirst Bank,OK - 04
"e $150,000-350,000",HALE & COMPANY CPA PC,"1300 E 15TH ST, STE 150",EDMOND,OK,73013,541211,Corporation,Unanswered,Male Owned,Unanswered,,16,04/08/2020,BancFirst,OK - 05
"e $150,000-350,000","HALL BUILDING PRODUCTS, INC",101 E GORE BLVD,LAWTON,OK,73501,444190,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,28,05/15/2020,Liberty National Bank,OK - 04
"e $150,000-350,000","HAMBRICK-FERGUSON, INC",PO BOX 470245,TULSA,OK,74147,423720,Corporation,Unanswered,Male Owned,Non-Veteran,,17,04/27/2020,Veritex Community Bank,OK - 01
"e $150,000-350,000","HAMMER ENTERPRISES, INC",112 N MAIN ST,FAIRVIEW,OK,73737,447110,Corporation,Unanswered,Male Owned,Unanswered,,45,06/10/2020,Great Plains National Bank,OK - 03
"e $150,000-350,000","HAMPTON CREATIVE, INC",3939 S HARVARD AVE Suite 204,TULSA,OK,74135,541613,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,13,04/04/2020,First Bank of Owasso,OK - 01
"e $150,000-350,000",HAMPTON INN & SUITES,717 E Hall of Fame Ave,STILLWATER,OK,74075,721110,Corporation,Unanswered,Male Owned,Unanswered,,33,04/07/2020,BancFirst,OK - 03
"e $150,000-350,000","HANDCRAFTED OKLAHOMA, LLC",4157 S. 72nd E. Avenue,TULSA,OK,74145,424820,Limited  Liability Company(LLC),Unanswered,Unanswered,Non-Veteran,,20,04/07/2020,Commerce Bank,OK - 01
"e $150,000-350,000","HANLOCK-CAUSEWAY COMPANY, LLC",6802 S. 65th West Ave,TULSA,OK,74131,332999,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,34,04/05/2020,"BOKF, National Association",OK - 01
"e $150,000-350,000","HAPPY HANDS EDUCATION CENTER, INC",8801 S. GARNETT ROAD,BROKEN ARROW,OK,74012,624410,Non-Profit Childcare Center,Unanswered,Unanswered,Unanswered,Y,29,04/06/2020,BancFirst,OK - 01
"e $150,000-350,000",HARBER A/C & REFRIDGERATION,1202 W STOVALL RD,WILBURTON,OK,74578,238220,Sole Proprietorship,White,Male Owned,Non-Veteran,,23,04/09/2020,First National Bank & Trust Company of McAlester,OK - 02
"e $150,000-350,000","HARDBERGER & SMYLIE, INC",2 RT BOX 14A,BEAVER,OK,73932,213112,Corporation,Unanswered,Unanswered,Unanswered,,22,04/07/2020,First National Bank Baird d/b/a First Bank Texas,OK - 03
"e $150,000-350,000","HARDEN & ASSOCIATES SURVEYING AND MAPPING, PC",5807 S Garnett Rd Ste K,TULSA,OK,74146,541370,Corporation,Unanswered,Male Owned,Non-Veteran,,11,04/14/2020,BancFirst,OK - 01
"e $150,000-350,000",HARDESTY AVIATION LLC,4141 N Memorial Dr,TULSA,OK,74155,481211,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,35,04/05/2020,Mabrey Bank,OK - 01
"e $150,000-350,000","HARDSCAPES MATERIALS, INC.",11610 S MEMORIAL DR,BIXBY,OK,74008,423320,Corporation,Unanswered,Unanswered,Unanswered,,24,04/15/2020,Prosperity Bank,OK - 01
"e $150,000-350,000",HARDWARE OPERATING COMPANY,0 PO BOX 959,QUINTON,OK,74561,444130,Corporation,Unanswered,Unanswered,Unanswered,,41,04/11/2020,The Central National Bank of Poteau,OK - 02
"e $150,000-350,000","HARI OM, INC/ID I",2325 OKLAHOMA AVE,WOODWARD,OK,73801,621111,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,37,04/04/2020,NBC Oklahoma,OK - 03
"e $150,000-350,000","HARLAN FORD, INC",830 East Fairgrounds Road,OKMULGEE,OK,74447,441110,Corporation,Unanswered,Male Owned,Unanswered,,21,04/10/2020,Community State Bank,OK - 02
"e $150,000-350,000","HARLAND'S DIESEL SERVICE, INC.",2208 W SOUTH AVE,PONCA CITY,OK,74601,441310,Subchapter S Corporation,White,Male Owned,Non-Veteran,,15,04/10/2020,RCB Bank,OK - 03
"e $150,000-350,000",HARLEY HOLLAN COMPANIES,5677 S 107th E Ave,TULSA,OK,74146,238910,Corporation,White,Male Owned,Non-Veteran,,33,04/05/2020,CrossFirst Bank,OK - 01
"e $150,000-350,000","HARMON PROPERTY MANAGEMENT, LLC",8381 S 4130 RD,TALALA,OK,74080,721110,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,40,04/06/2020,Arvest Bank,OK - 01
"e $150,000-350,000",HARMON SECURITY GROUP LLC,2135 S 130th E Ave,TULSA,OK,74134,561621,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,49,04/28/2020,Blue Sky Bank,OK - 01
"e $150,000-350,000","HARMON'S ELECTRIC, INC.",612 N INDEPENDENCE PO BOX 1346,ENID,OK,73701,238210,Corporation,Unanswered,Unanswered,Unanswered,,17,04/08/2020,"Stride Bank, National Association",OK - 03
"e $150,000-350,000","HARMONY HOSPICE, LLC","2401 Tee Circle, Suite 106",NORMAN,OK,73069,623110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,65,04/05/2020,FirstBank,OK - 04
"e $150,000-350,000","HARP SERVICES, INC",5009 W 62ND ST,TULSA,OK,74131,524210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,20,04/10/2020,BancFirst,OK - 01
"e $150,000-350,000","HARPER SANITATION SERVICES, INC.",1020 E HANKS TRL,WOODWARD,OK,73801,562111,Corporation,Unanswered,Female Owned,Non-Veteran,,23,04/08/2020,"BancCentral, National Association",OK - 03
"e $150,000-350,000","HARPER, USELTON & MAXCEY, LLP",PO Box 1368,MCALESTER,OK,74501,541110,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,8,04/15/2020,BancFirst,OK - 02
"e $150,000-350,000",HARRIS AUTO SALES,1810 s MAIN ST,MCALESTER,OK,74501,522220,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,27,04/04/2020,The Bank National Association,OK - 02
"e $150,000-350,000",HARRISON & MECKLENBURG INC,202 N 6TH ST,KINGFISHER,OK,73750,541110,Corporation,Unanswered,Unanswered,Unanswered,,14,04/07/2020,BancFirst,OK - 03
"e $150,000-350,000","HARRY ROBINSON SALLISAW FORD, INC.",2300 SOUTH KERR BLVD,SALLISAW,OK,74955,441110,Corporation,Unanswered,Male Owned,Unanswered,,23,04/08/2020,The First National Bank of Fort Smith,OK - 02
"e $150,000-350,000",HARRY'S TV VIDEO & APPLIANCE LLC,11110 N PENNSYLVANIA AVE,OKLAHOMA CITY,OK,73120,443141,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,30,04/09/2020,"Fidelity Bank, National Association",OK - 05
"e $150,000-350,000","HART TRAILER, LLC",3909 S  4TH ST,CHICKASHA,OK,73018,336214,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,33,04/07/2020,"The First National Bank and Trust Co, Chickasha, Oklahoma",OK - 03
"e $150,000-350,000","HARTSHORNE HEALTH SERVICE, LLC",1300 N Drive,HARTSHORNE,OK,74547,623110,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,47,04/10/2020,BancFirst,OK - 02
"e $150,000-350,000","HASKELL CARE CENTER, LLC",405 N CHOCTAW AVE,HASKELL,OK,74436,623110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,41,04/08/2020,First United Bank and Trust Company,OK - 01
"e $150,000-350,000","HASKELL COUNTY NURSING CENTER, INC.",1202 NW 7TH ST,STIGLER,OK,74462,623110,Corporation,Unanswered,Unanswered,Unanswered,,82,04/29/2020,BancorpSouth Bank,OK - 02
"e $150,000-350,000","HATCH AUTO ALLEY, LLC","1101 N BROADWAY AVE, STE. 123",OKLAHOMA CITY,OK,73103,722511,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,44,04/05/2020,Oklahoma State Bank,OK - 05
"e $150,000-350,000","HAUS BIOCEUTICALS, INC.",755 RESEARCH PKWY STE 416,OKLAHOMA CITY,OK,73104,424210,Corporation,Unanswered,Male Owned,Non-Veteran,,10,04/07/2020,Arvest Bank,OK - 05
"e $150,000-350,000",HAUSNER'S LIMITED,8883 US Hwy 70,MEAD,OK,73449,423320,Corporation,Unanswered,Unanswered,Unanswered,,35,04/09/2020,First United Bank and Trust Company,OK - 02
"e $150,000-350,000",HAYNES EQUIPMENT COMPANY,121 NW 132nd St,OKLAHOMA CITY,OK,73114,423720,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,26,05/03/2020,Cross River Bank,OK - 05
"e $150,000-350,000","HAYS BROTHERS PAINTING SERVICE, INC.",210 INDUSTRIAL BLVD,MOORE,OK,73160,238320,Corporation,Unanswered,Unanswered,Unanswered,,32,04/06/2020,BancFirst,OK - 04
"e $150,000-350,000",HE ANDERSON COMPANY,2025 ANDERSON DRIVE,MUSKOGEE,OK,74403,333914,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,17,04/10/2020,BancFirst,OK - 01
"e $150,000-350,000","HEADRICK PLUMBING CO., INC.",1407 S Harvard Ave,TULSA,OK,74114,238220,Corporation,Unanswered,Male Owned,Unanswered,,18,04/14/2020,BancFirst,OK - 01
"e $150,000-350,000","HEALTHBACK HOLDINGS, LLC",16211 N. May Avenue,EDMOND,OK,73013,621610,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,28,04/13/2020,"BOKF, National Association",OK - 05
"e $150,000-350,000","HEALTHBACK HOME HEALTH OF SE OKLAHOMA, INC.",16211 N MAY AVE,EDMOND,OK,73013,621610,Corporation,Unanswered,Unanswered,Unanswered,,26,04/13/2020,"BOKF, National Association",OK - 05
"e $150,000-350,000","HEALTHBACK OF SOUTHERN OKLAHOMA, INC.",16211 N MAY AVE,EDMOND,OK,73013,621610,Corporation,Unanswered,Unanswered,Unanswered,,24,04/13/2020,"BOKF, National Association",OK - 05
"e $150,000-350,000","HEALTHFLEX, IMC",901 E MAIN ST,STIGLER,OK,74462,621610,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,14,04/07/2020,Arvest Bank,OK - 02
"e $150,000-350,000","HEALTHY SMILES FAMILY DENTISTRY, PLLP",201 N LYNN RIGGS BLVD,CLAREMORE,OK,74017,621210,Limited Liability Partnership,White,Female Owned,Non-Veteran,,21,04/27/2020,Security Bank,OK - 02
"e $150,000-350,000","HEART LIVING CENTERS OF COLORADO, LLC",701 N Council Rd,OKLAHOMA CITY,OK,73127,,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,30,05/03/2020,Celtic Bank Corporation,OK - 03
"e $150,000-350,000","HEART LIVING CENTERS OF MUSTANG, LLC",1017 West Highway 152,MUSTANG,OK,73064,,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,39,05/03/2020,Celtic Bank Corporation,OK - 03
"e $150,000-350,000",HEARTLAND COUNTRACTING SERVICES INC.,PO BOX 119,WELLSTON,OK,74881,237130,Subchapter S Corporation,White,Male Owned,Non-Veteran,,26,04/08/2020,BancFirst,OK - 03
"e $150,000-350,000",HEARTLAND PARTS & SERVICE,4400 S  4TH ST,CHICKASHA,OK,73018,441228,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,27,04/07/2020,"The First National Bank and Trust Co, Chickasha, Oklahoma",OK - 03
"e $150,000-350,000",HEARTLAND PATHOLOGY CONSULTANTS PC,3509 French Park Dr Ste D,EDMOND,OK,73034,621511,Corporation,Unanswered,Unanswered,Unanswered,,24,04/05/2020,Simmons Bank,OK - 03
"e $150,000-350,000","HEARTLAND TANK SERVICES, INC",5200 S HATTIE AVE,OKLAHOMA CITY,OK,73129,238990,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,18,04/09/2020,First United Bank and Trust Company,OK - 05
"e $150,000-350,000",HEARTLAND TRAVEL HEALTH SERVICES LLC DBA  PASSPORT HEALTH,ATTN TO SETH HAYMORE 3330 NW 56TH ST STE 106,OKLAHOMA CITY,OK,73112,621999,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,14,05/01/2020,"JPMorgan Chase Bank, National Association",OK - 05
"e $150,000-350,000","HEARTLINE, INC",3801 NW 63rd Building 1,OKLAHOMA CITY,OK,73116,624190,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,42,05/22/2020,BancFirst,OK - 05
"e $150,000-350,000",HEAT TRANSFER SOLUTIONS,803 E Cherokee Rd,DUNCAN,OK,73533,238220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,16,04/08/2020,First Bank & Trust Co.,OK - 04
"e $150,000-350,000","HEATHERIDGE HEALTH CARE, LLC",2130 S 85TH EAST AVE,TULSA,OK,74129,623110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,23,04/14/2020,"BOKF, National Association",OK - 01
"e $150,000-350,000","HEAVENER MANAGEMENT, LLC.",PO BOX 1009,GORE,OK,74435,623110,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,,67,04/07/2020,First National Bank,OK - 02
"e $150,000-350,000","HEAVY TRUCK & TRAILER PARTS, INC.",1400 E Bois D'Arc,DUNCAN,OK,73533,441310,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,15,04/11/2020,BancFirst,OK - 04
"e $150,000-350,000",HEFNER ROCKWELL DENTAL DEPOT PLLC,7130 W Hefner RD,OKLAHOMA CITY,OK,73162,621210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,16,04/07/2020,MidFirst Bank,OK - 05
"e $150,000-350,000","HELIOS INJECTION SYSTEM, LLC",100 NE MClary,CORDELL,OK,73632,213112,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,16,04/08/2020,Great Plains National Bank,OK - 03
"e $150,000-350,000","HELP WORKS, INC.",219 LINCOLN AVE,PAWHUSKA,OK,74056,624120,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,81,04/15/2020,American Heritage Bank,OK - 03
"e $150,000-350,000","HEMBREE AND HODGESON CONSTRUCTION, LLC",4501 HIGHWAY 77 ACCESS RD,PONCA CITY,OK,74601,236220,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,5,04/15/2020,First National Bank of Oklahoma,OK - 03
"e $150,000-350,000","HEMPHILL, LLC",1305 N. Louisville Ave,TULSA,OK,74115,237130,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,15,04/11/2020,First Oklahoma Bank,OK - 01
"e $150,000-350,000","HEMPIRE CAPITAL, INC.","9521 Riverside Pkwy, Suite B328",TULSA,OK,74137,111998,Corporation,Unanswered,Male Owned,Unanswered,,12,04/29/2020,Regent Bank,OK - 01
"e $150,000-350,000","HENDERSHOT CONSTRUCTION, LLC",650 W COMMERCE ST,CLINTON,OK,73601,236220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,11,04/07/2020,Oklahoma Bank and Trust Company,OK - 03
"e $150,000-350,000","HENDERSON & RAMSEY, PC",6140 S 104TH EAST AVE #100,TULSA,OK,74133,561330,Subchapter S Corporation,White,Male Owned,Non-Veteran,,10,04/16/2020,Arvest Bank,OK - 01
"e $150,000-350,000",HENDERSON SUPPLY LLC,PO BOX 906,DUNCAN,OK,73534,423830,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,20,04/09/2020,Arvest Bank,OK - 04
"e $150,000-350,000","HENDRIX SERVICES, LLC",5201 S Eastern Ave,OKLAHOMA CITY,OK,73129,237110,Limited  Liability Company(LLC),White,Unanswered,Unanswered,,16,04/11/2020,BancFirst,OK - 05
"e $150,000-350,000","HENRY ROBERTS EXPRESS PHARMACY, LLC",1316 12 NW,ARDMORE,OK,73401,446110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,29,04/05/2020,FirstBank,OK - 02
"e $150,000-350,000","HENRYETTA COMMUNITY SKILLED HEALTHCARE & REHAB, LLC",212 NANTES AVE,HENRYETTA,OK,74437,623312,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,40,04/07/2020,"Stride Bank, National Association",OK - 02
"e $150,000-350,000",HENSLEY'S HOSPITALITY LLC,2701 S Country Club Rd,EL RENO,OK,73036,531190,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,16,04/04/2020,First National Bank of Oklahoma,OK - 03
"e $150,000-350,000",HENSON CONSTRUCTION COMPANY,2300 W OKLAHOMA AVE,ENID,OK,73703,236220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,16,04/28/2020,The Security National Bank of Enid,OK - 03
"e $150,000-350,000",HENSON MANUFACTURING & SALES I,612 E main Street,ADAIR,OK,74330,332312,Corporation,American Indian or Alaska Native,Male Owned,Non-Veteran,,17,04/06/2020,AVB Bank,OK - 02
"e $150,000-350,000","HERCULES TIRE SALES, INC.",10130 East 51st St.,TULSA,OK,74146,423110,Corporation,Unanswered,Male Owned,Non-Veteran,,51,04/27/2020,First Oklahoma Bank,OK - 01
"e $150,000-350,000","HERITAGE CONCRETE CONSTRUCTION, INC",6707 East 12TH ST,TULSA,OK,74112,238110,Corporation,Unanswered,Unanswered,Unanswered,,29,04/09/2020,"Triad Bank, National Association",OK - 01
"e $150,000-350,000",HERITAGE HILLS NURSING CENTER INC.,411 N West Street,MCALESTER,OK,74501,623110,Corporation,Unanswered,Male Owned,Unanswered,,63,04/13/2020,First Oklahoma Bank,OK - 02
"e $150,000-350,000","HERITAGE POINT SENIOR LIVING, LLC",12000 N. MACARTHUR BLVD,OKLAHOMA CITY,OK,73162,623312,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,46,04/11/2020,RCB Bank,OK - 05
"e $150,000-350,000","HERMAN'S PLUMBING CO., INC.",1545 REPUBLIC CIR,MIDWEST CITY,OK,73110,238220,Corporation,Unanswered,Unanswered,Unanswered,,27,04/09/2020,Arvest Bank,OK - 04
"e $150,000-350,000",HERO FLARE LLC,14842 N Maple Drive,KELLYVILLE,OK,74039,333132,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,15,04/04/2020,First National Bank of Oklahoma,OK - 03
"e $150,000-350,000","HERTZLER ELECTRICAL SERVICES, LLC",2417 HIGHWAY 81,MARLOW,OK,73055,238210,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,,15,04/08/2020,Great Plains National Bank,OK - 04
"e $150,000-350,000","HG JENKINS CONSTRUCTION, LLC",1630 SW RAILROAD STREET,LAWTON,OK,73501,324121,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,23,04/28/2020,BancFirst,OK - 04
"e $150,000-350,000","HI-TECH PLUMBING & LEAK DETECT, INC.",3712 E. 2nd Street,EDMOND,OK,73034,238220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,34,04/07/2020,Prime Bank,OK - 03
"e $150,000-350,000",HIDALGO'S MEXICAN RESTAURANT LLC,200 S SANTA FE AVE,EDMOND,OK,73003,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,60,04/07/2020,First Fidelity Bank,OK - 05
"e $150,000-350,000","HIDALGO'S MEXICAN RESTAURANT, INC.",2713 S I-35 Service Rd.,MOORE,OK,73160,722511,Corporation,Unanswered,Unanswered,Unanswered,,61,04/08/2020,First Fidelity Bank,OK - 04
"e $150,000-350,000",HIDDEN TRAIL PROPERTIES,1627 SW 96TH STREET,OKLAHOMA CITY,OK,73159,531390,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,31,04/09/2020,BancFirst,OK - 04
"e $150,000-350,000",HIGGINS & SONS ROOF TRUSS COMPANY INC,20923 ROCK CREEK RD,TECUMSEH,OK,74873,238160,Corporation,Unanswered,Unanswered,Unanswered,,0,04/13/2020,First United Bank and Trust Company,OK - 05
"e $150,000-350,000","HIGH FIVE MEDIA GROUP, LLC",14040 Joel McDonald Drive Suite C,OKLAHOMA CITY,OK,73134,511120,Corporation,Unanswered,Unanswered,Unanswered,,24,04/05/2020,BancFirst,OK - 05
"e $150,000-350,000","HIGH PLAINS INSURANCE AGENCY, LLC",122 N MAIN ST,MEDFORD,OK,73759,524210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,17,04/11/2020,RCB Bank,OK - 03
"e $150,000-350,000","HIGH PLAINS TIRE COMPANY, INC",220 Main Street,WOODWARD,OK,73801,441320,Corporation,White,Female Owned,Non-Veteran,,16,04/08/2020,"Stride Bank, National Association",OK - 03
"e $150,000-350,000",HIGH POINT PARNTERS LLC,6000 E FORK RD,NEWKIRK,OK,74647,237310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,10,04/07/2020,Equity Bank,OK - 03
"e $150,000-350,000","HIGH-TECH-TRONICS, INC",6011 MELROSE LN,OKLAHOMA CITY,OK,73127,238210,Corporation,Unanswered,Unanswered,Unanswered,,36,04/28/2020,First Bethany Bank & Trust,OK - 03
"e $150,000-350,000",HIGHER STANDARD HEALTHCARE LLC,5110 South Yale Avenue,TULSA,OK,74135,621610,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,0,04/14/2020,Cross River Bank,OK - 01
"e $150,000-350,000","HILL DERMATOLOGY, PLLC",309 SE FRANK PHILLIPS BLVD,BARTLESVILLE,OK,74003,621111,Corporation,Unanswered,Unanswered,Unanswered,,17,04/05/2020,BancFirst,OK - 01
"e $150,000-350,000","HILL'S NURSING HOME, INC.",808 N.W. MARTIN LUTHER KING AVE,IDABEL,OK,74745,623110,Corporation,Unanswered,Unanswered,Unanswered,,65,04/14/2020,Arvest Bank,OK - 02
"e $150,000-350,000",HILLBILLY HAULIN LLC,13105 S 4170 RD,CLAREMORE,OK,74017,484121,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,13,04/08/2020,First Pryority Bank,OK - 02
"e $150,000-350,000",HILTGEN &AMP; BREWER PC,9505 North Kelley,OKLAHOMA CITY,OK,73131,541110,Corporation,Unanswered,Unanswered,Unanswered,,24,05/03/2020,Cross River Bank,OK - 05
"e $150,000-350,000","HINES GARAGE & EQUIPMENT CO, INC.",1400 E Bois D'Arc,DUNCAN,OK,73533,811118,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,12,04/11/2020,BancFirst,OK - 04
"e $150,000-350,000","HINES LOCATION LIGHTING, INC.",420 S. MAIN ST,LINDSAY,OK,73052,213112,Corporation,White,Female Owned,Non-Veteran,,23,04/06/2020,The Pauls Valley National Bank,OK - 04
"e $150,000-350,000","HINKLE & COMPANY, PC",5028 E 101st Street,TULSA,OK,74137,541219,Corporation,Unanswered,Male Owned,Unanswered,,20,04/03/2020,First Oklahoma Bank,OK - 01
